inst_id,year,ncses_inst_id,toi_code,ffrdctype,inst_name_long,inst_city,inst_state_code,inst_zip,questionnaire_no,question,row,column,data,status,othinfo,standardized_agency_names
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.c,Type of R&D,Development,Federal,11540,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.c,Type of R&D,Development,Nonfederal,1149,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.c,Type of R&D,Development,Total,12689,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.d,Type of R&D,All,Federal,99881,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.d,Type of R&D,All,Nonfederal,2020,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.d,Type of R&D,All,Total,101901,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,01.a,Source,Federal government,,96697,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,01.f,Source,Total,,96697,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,02.a,Federal agency,Department of Defense,,96697,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,02.i,Federal agency,Total,,96697,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,04.b,Type of R&D,Applied research,Federal,96697,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,04.b,Type of R&D,Applied research,Nonfederal,0,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,04.b,Type of R&D,Applied research,Total,96697,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,04.d,Type of R&D,All,Federal,96697,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,04.d,Type of R&D,All,Nonfederal,0,,,
900038,2019,F0584001,3,3,Center for Naval Analyses,Alexandria,VA,22311-1850,04.d,Type of R&D,All,Total,96697,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,01.a,Source,Federal government,,177948,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,01.f,Source,Total,,177948,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,02.a,Federal agency,Department of Defense,,166355,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,02.b,Federal agency,Department of Energy,,68,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,02.d,Federal agency,Department of Homeland Security,,8638,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,02.f,Federal agency,National Aeronautics and Space Administration,,31,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,02.h,Federal agency,Other federal agencies,,2856,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,02.i,Federal agency,Total,,177948,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,03,Other agency specified,01,,1280,,Department of State (DOS),Department of State
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,03,Other agency specified,02,,668,,Central Intelligence Agency (CIA),Central Intelligence Agency
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,03,Other agency specified,03,,523,,Department of Veterans Affairs (VA),Department of Veterans Affairs
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,03,Other agency specified,04,,345,,Office of the Director of National Intelligence (ODNI),Office of the Director of National Intelligence
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,03,Other agency specified,05,,40,,Agency for International Development (USAID),Agency for International Development
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,04.b,Type of R&D,Applied research,Federal,177948,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,04.b,Type of R&D,Applied research,Nonfederal,0,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,04.b,Type of R&D,Applied research,Total,177948,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,04.d,Type of R&D,All,Federal,177948,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,04.d,Type of R&D,All,Nonfederal,0,,,
900041,2019,F3072001,3,3,Systems and Analyses Center,Alexandria,VA,22311,04.d,Type of R&D,All,Total,177948,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,01.a,Source,Federal government,,1062804,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,01.c,Source,Business,,2974,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,01.e,Source,All other sources,,211,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,01.f,Source,Total,,1065989,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.a,Federal agency,Department of Defense,,952908,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.b,Federal agency,Department of Energy,,11578,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.c,Federal agency,Department of Health and Human Services,,82,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.d,Federal agency,Department of Homeland Security,,2897,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.e,Federal agency,Department of Transportation,,854,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.f,Federal agency,National Aeronautics and Space Administration,,56602,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.g,Federal agency,National Science Foundation,,202,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.h,Federal agency,Other federal agencies,,37681,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,02.i,Federal agency,Total,,1062804,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,03,Other agency specified,01,,12575,,National Oceanic and Atmospheric Administration (NOAA),Department of Commerce
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,03,Other agency specified,02,,8551,,ODNI: Intelligence Advanced Research Projects Activity,Office of the Director of National Intelligence
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,03,Other agency specified,03,,7344,,U.S. Government,Other agencies not listed
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,03,Other agency specified,04,,2604,,Restricted,Other agencies not listed
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,03,Other agency specified,05,,2077,,U.S. Geological Survey (USGS),Department of the Interior
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,03,Other agency specified,06,,353,,Department of State (DOS),Department of State
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,03,Other agency specified,07,,79,,National Institute of Standards and Technology (NIST),Department of Commerce
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,03,Other agency specified,"Other, not listed separately",,4098,,Other,Other agencies not listed
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.a,Type of R&D,Basic research,Federal,21560,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.a,Type of R&D,Basic research,Nonfederal,159,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.a,Type of R&D,Basic research,Total,21719,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.b,Type of R&D,Applied research,Federal,76476,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.b,Type of R&D,Applied research,Nonfederal,3026,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.b,Type of R&D,Applied research,Total,79502,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.c,Type of R&D,Development,Federal,964768,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.c,Type of R&D,Development,Nonfederal,0,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.c,Type of R&D,Development,Total,964768,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.d,Type of R&D,All,Federal,1062804,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.d,Type of R&D,All,Nonfederal,3185,,,
900042,2019,F0037001,3,3,Aerospace Federally Funded Research and Development Center,El Segundo,CA,90245-4609,04.d,Type of R&D,All,Total,1065989,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,01.a,Source,Federal government,,1123616,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,01.d,Source,Nonprofit organizations,,5,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,01.e,Source,All other sources,,1240,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,01.f,Source,Total,,1124861,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,02.a,Federal agency,Department of Defense,,905689,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,02.b,Federal agency,Department of Energy,,221,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,02.f,Federal agency,National Aeronautics and Space Administration,,120,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,02.h,Federal agency,Other federal agencies,,217586,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,02.i,Federal agency,Total,,1123616,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,03,Other agency specified,01,,217398,,Classified,Other agencies not listed
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,03,Other agency specified,02,,114,,National Oceanic and Atmospheric Administration (NOAA),Department of Commerce
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,03,Other agency specified,03,,74,,Department of State (DOS),Department of State
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.a,Type of R&D,Basic research,Federal,27684,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.a,Type of R&D,Basic research,Nonfederal,19,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.a,Type of R&D,Basic research,Total,27703,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.b,Type of R&D,Applied research,Federal,159364,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.b,Type of R&D,Applied research,Nonfederal,105,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.b,Type of R&D,Applied research,Total,159469,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.c,Type of R&D,Development,Federal,936568,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.c,Type of R&D,Development,Nonfederal,1121,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.c,Type of R&D,Development,Total,937689,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.d,Type of R&D,All,Federal,1123616,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.d,Type of R&D,All,Nonfederal,1245,,,
900045,2019,,3,3,National Security Engineering Center,McLean,VA,22102,04.d,Type of R&D,All,Total,1124861,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,01.a,Source,Federal government,,333460,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,01.c,Source,Business,,238,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,01.d,Source,Nonprofit organizations,,36,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,01.e,Source,All other sources,,524,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,01.f,Source,Total,,334258,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,02.a,Federal agency,Department of Defense,,583,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,02.b,Federal agency,Department of Energy,,332747,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,02.f,Federal agency,National Aeronautics and Space Administration,,16,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,02.g,Federal agency,National Science Foundation,,114,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,02.i,Federal agency,Total,,333460,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.a,Type of R&D,Basic research,Federal,332798,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.a,Type of R&D,Basic research,Nonfederal,725,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.a,Type of R&D,Basic research,Total,333523,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.b,Type of R&D,Applied research,Federal,662,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.b,Type of R&D,Applied research,Nonfederal,73,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.b,Type of R&D,Applied research,Total,735,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.d,Type of R&D,All,Federal,333460,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.d,Type of R&D,All,Nonfederal,798,,,
900064,2019,F1084001,3,1,Fermi National Accelerator Laboratory,Batavia,IL,60510,04.d,Type of R&D,All,Total,334258,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,01.a,Source,Federal government,,48325,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,01.f,Source,Total,,48325,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,02.a,Federal agency,Department of Defense,,48325,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,02.i,Federal agency,Total,,48325,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,04.b,Type of R&D,Applied research,Federal,48325,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,04.b,Type of R&D,Applied research,Nonfederal,0,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,04.b,Type of R&D,Applied research,Total,48325,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,04.d,Type of R&D,All,Federal,48325,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,04.d,Type of R&D,All,Nonfederal,0,,,
900065,2019,F2569001,3,3,Project Air Force,Santa Monica,CA,90407-2138,04.d,Type of R&D,All,Total,48325,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,01.a,Source,Federal government,,405923,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,01.b,Source,State and local government,,7202,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,01.c,Source,Business,,27207,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,01.d,Source,Nonprofit organizations,,14684,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,01.f,Source,Total,,455016,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,02.a,Federal agency,Department of Defense,,8818,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,02.b,Federal agency,Department of Energy,,383571,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,02.d,Federal agency,Department of Homeland Security,,616,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,02.e,Federal agency,Department of Transportation,,862,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,02.f,Federal agency,National Aeronautics and Space Administration,,255,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,02.h,Federal agency,Other federal agencies,,11801,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,02.i,Federal agency,Total,,405923,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,01,,5060,,Agency for International Development (USAID),Agency for International Development
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,02,,172,,Department of Commerce,Department of Commerce
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,03,,783,,Bureau of Land Management (BLM),Department of the Interior
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,04,,342,,Environmental Protection Agency (EPA),Environmental Protection Agency
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,05,,509,,Bureau of Reclamation,Department of the Interior
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,06,,486,,General Services Administration (GSA),General Services Administration
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,07,,290,,Bureau of Ocean Energy Management (BOEM),Department of the Interior
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,08,,238,,Department of the Interior,Department of the Interior
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,09,,3478,,Department of State (DOS),Department of State
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,10,,87,,Forest Service,Department of Agriculture
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,03,Other agency specified,"Other, not listed separately",,356,,Other,Other agencies not listed
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.a,Type of R&D,Basic research,Federal,40592,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.a,Type of R&D,Basic research,Nonfederal,0,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.a,Type of R&D,Basic research,Total,40592,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.b,Type of R&D,Applied research,Federal,223258,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.b,Type of R&D,Applied research,Nonfederal,29456,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.b,Type of R&D,Applied research,Total,252714,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.c,Type of R&D,Development,Federal,142073,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.c,Type of R&D,Development,Nonfederal,19637,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.c,Type of R&D,Development,Total,161710,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.d,Type of R&D,All,Federal,405923,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.d,Type of R&D,All,Nonfederal,49093,,,
900066,2019,F2164001,3,3,National Renewable Energy Laboratory,Golden,CO,80401,04.d,Type of R&D,All,Total,455016,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,01.a,Source,Federal government,,140940,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,01.c,Source,Business,,14,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,01.f,Source,Total,,140954,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,02.a,Federal agency,Department of Defense,,89912,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,02.b,Federal agency,Department of Energy,,1348,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,02.c,Federal agency,Department of Health and Human Services,,945,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,02.d,Federal agency,Department of Homeland Security,,43229,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,02.e,Federal agency,Department of Transportation,,408,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,02.h,Federal agency,Other federal agencies,,5098,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,02.i,Federal agency,Total,,140940,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,01,,2152,,U.S. Postal Service (USPS),U.S. Postal Service
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,02,,733,,Central Intelligence Agency (CIA),Central Intelligence Agency
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,03,,1241,,Office of the Director of National Intelligence (ODNI),Office of the Director of National Intelligence
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,04,,354,,Department of the Treasury Office of Thrift Supervision (OTS),Department of the Treasury
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,05,,197,,Consumer Financial Protection Bureau (CFPB),Consumer Financial Protection Bureau
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,06,,7,,Federal Bureau of Investigation (FBI),Department of Justice
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,07,,153,,Department of Commerce,Department of Commerce
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,08,,159,,Department of Veterans Affairs (VA),Department of Veterans Affairs
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,09,,99,,Federal Deposit Insurance Corporation (FDIC),Federal Deposit Insurance Corporation
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,03,Other agency specified,"Other, not listed separately",,3,,Other,Other agencies not listed
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.a,Type of R&D,Basic research,Federal,9152,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.a,Type of R&D,Basic research,Nonfederal,0,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.a,Type of R&D,Basic research,Total,9152,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.b,Type of R&D,Applied research,Federal,11417,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.b,Type of R&D,Applied research,Nonfederal,0,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.b,Type of R&D,Applied research,Total,11417,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.c,Type of R&D,Development,Federal,120371,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.c,Type of R&D,Development,Nonfederal,14,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.c,Type of R&D,Development,Total,120385,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.d,Type of R&D,All,Federal,140940,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.d,Type of R&D,All,Nonfederal,14,,,
900067,2019,F2881001,3,1,Software Engineering Institute,Pittsburgh,PA,15213,04.d,Type of R&D,All,Total,140954,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,01.a,Source,Federal government,,67647,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,01.f,Source,Total,,67647,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,02.a,Federal agency,Department of Defense,,66494,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,02.h,Federal agency,Other federal agencies,,1153,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,02.i,Federal agency,Total,,67647,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,03,Other agency specified,01,,1153,,Office of the Director of National Intelligence (ODNI),Office of the Director of National Intelligence
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,04.b,Type of R&D,Applied research,Federal,67647,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,04.b,Type of R&D,Applied research,Nonfederal,0,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,04.b,Type of R&D,Applied research,Total,67647,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,04.d,Type of R&D,All,Federal,67647,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,04.d,Type of R&D,All,Nonfederal,0,,,
900069,2019,F2117001,3,3,National Defense Research Institute,Santa Monica,CA,90407-2138,04.d,Type of R&D,All,Total,67647,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,01.a,Source,Federal government,,37956,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,01.f,Source,Total,,37956,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,02.a,Federal agency,Department of Defense,,37956,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,02.i,Federal agency,Total,,37956,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,04.b,Type of R&D,Applied research,Federal,37956,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,04.b,Type of R&D,Applied research,Nonfederal,0,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,04.b,Type of R&D,Applied research,Total,37956,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,04.d,Type of R&D,All,Federal,37956,,,
900070,2019,F0267001,3,3,Arroyo Center,Santa Monica,CA,90406-2138,04.d,Type of R&D,All,Nonfederal,0,,,
